order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,year_month,delivery_days,is_returned,net_sales
O129358,C13157,P247728,Electronics,124.96,0,3,Credit Card,26-07-2025,30-07-2025,South,No,,,374.88,9.42,35.57,40,Male,2025-07,4,0,374.88
O129359,C12338,P229012,Home,175.45,0,1,Credit Card,06-08-2025,10-08-2025,South,No,,,175.45,6.33,42.8,69,Male,2025-08,4,0,175.45
O129360,C15588,P222081,Beauty,10.35,0,1,Credit Card,01-11-2024,07-11-2024,East,No,,,10.35,3.62,1.04,65,Female,2024-11,6,0,10.35
O129361,C16872,P200301,Beauty,97.18,0,2,Wallet,30-08-2024,02-09-2024,North,No,,,194.36,8.67,78.79,41,Female,2024-08,3,0,194.36
O129362,C15990,P218549,Electronics,116.1,0.15,1,Debit Card,23-08-2024,27-08-2024,South,No,,,98.68,7.83,4.01,58,Female,2024-08,4,0,98.68
O129363,C11601,P234528,Toys,45.97,0,1,Debit Card,17-03-2025,23-03-2025,East,No,,,45.97,6.8,11.59,24,Male,2025-03,6,0,45.97
O129364,C15888,P212438,Sports,54.7,0.1,4,COD,20-07-2024,25-07-2024,East,No,,,196.92,7.65,51.43,63,Female,2024-07,5,0,196.92
O129365,C13718,P205286,Fashion,370.21,0,4,Credit Card,27-10-2024,02-11-2024,South,No,,,1480.84,9.44,508.85,39,Male,2024-10,6,0,1480.84
O129366,C17571,P235422,Beauty,42.9,0.15,5,Debit Card,07-11-2024,10-11-2024,North,No,,,182.32,7.38,74.66,28,Female,2024-11,3,0,182.32
O129367,C15546,P221251,Toys,20.22,0.05,1,Debit Card,29-01-2024,04-02-2024,North,No,,,19.21,4.03,3.65,21,Female,2024-01,6,0,19.21
O129368,C12422,P230466,Electronics,627.09,0.1,1,Debit Card,17-02-2025,22-02-2025,South,No,,,564.38,8.05,59.68,53,Male,2025-02,5,0,564.38
O129369,C11925,P237860,Fashion,116.64,0,5,UPI,09-07-2024,12-07-2024,Central,No,,,583.2,9.51,194.61,60,Female,2024-07,3,0,583.2
O129370,C10566,P206580,Home,803.57,0,1,UPI,05-11-2024,08-11-2024,North,No,,,803.57,9.88,215.12,53,Male,2024-11,3,0,803.57
O129371,C12915,P217015,Toys,5.67,0,1,Debit Card,09-10-2024,15-10-2024,East,No,,,5.67,2.04,0.23,43,Female,2024-10,6,0,5.67
O129372,C16898,P248201,Toys,19.28,0,1,Credit Card,02-01-2025,06-01-2025,West,No,,,19.28,3.86,3.85,33,Male,2025-01,4,0,19.28
O129373,C10251,P212383,Electronics,208.96,0,3,COD,08-11-2023,13-11-2023,South,No,,,626.88,9.22,66.01,23,Female,2023-11,5,0,626.88
O129374,C15652,P228963,Home,74.11,0,1,COD,27-09-2023,02-10-2023,Central,No,,,74.11,4.97,15.78,52,Male,2023-09,5,0,74.11
O129375,C12354,P215536,Fashion,54.19,0,1,UPI,03-05-2024,08-05-2024,East,No,,,54.19,6.33,12.64,51,Other,2024-05,5,0,54.19
O129376,C13501,P234842,Home,102.36,0,1,PayPal,08-03-2025,12-03-2025,West,No,,,102.36,5.07,23.59,62,Female,2025-03,4,0,102.36
O129377,C14770,P215156,Beauty,43.76,0,1,Credit Card,07-10-2023,12-10-2023,North,No,,,43.76,6,13.69,27,Male,2023-10,5,0,43.76
O129378,C17011,P204400,Home,62.39,0,1,Debit Card,20-02-2024,24-02-2024,South,No,,,62.39,5.82,11.65,44,Female,2024-02,4,0,62.39
O129379,C12311,P243877,Electronics,295.38,0.05,1,UPI,15-12-2023,20-12-2023,East,No,,,280.61,8.22,25.45,54,Male,2023-12,5,0,280.61
O129380,C12115,P225344,Electronics,1144.9,0.2,1,UPI,31-08-2024,05-09-2024,South,No,,,915.92,10.15,99.76,55,Female,2024-08,5,0,915.92
O129381,C17274,P248045,Electronics,80.84,0,2,COD,24-04-2025,29-04-2025,South,No,,,161.68,6.87,12.53,26,Male,2025-04,5,0,161.68
O129382,C17567,P232573,Toys,8.15,0.1,1,COD,28-08-2025,31-08-2025,Central,No,,,7.34,5.12,-2.18,50,Female,2025-08,3,0,7.34
O129383,C11602,P224780,Electronics,84.84,0.1,1,UPI,05-01-2025,11-01-2025,North,No,,,76.36,7.53,1.63,59,Female,2025-01,6,0,76.36
O129384,C13270,P200661,Fashion,8.18,0.1,4,Credit Card,17-05-2025,23-05-2025,East,No,,,29.45,5.1,5.21,28,Female,2025-05,6,0,29.45
O129385,C17359,P200678,Grocery,1.22,0.1,1,Debit Card,14-11-2024,18-11-2024,North,No,,,1.1,0.86,-0.77,31,Other,2024-11,4,0,1.1
O129386,C10513,P206363,Electronics,197.85,0.2,2,Debit Card,31-01-2025,03-02-2025,Central,No,,,316.56,9.44,28.55,35,Female,2025-01,3,0,316.56
O129387,C16912,P233067,Electronics,663.42,0.05,1,Credit Card,23-04-2024,28-04-2024,North,No,,,630.25,10.44,65.19,43,Male,2024-04,5,0,630.25
O129388,C10441,P216641,Home,46.43,0.15,1,Debit Card,06-10-2023,10-10-2023,South,No,,,39.47,3.61,7.44,19,Male,2023-10,4,0,39.47
O129389,C10000,P219146,Electronics,177.46,0,1,Debit Card,07-09-2025,11-09-2025,West,No,,,177.46,7.14,14.16,37,Male,2025-09,4,0,177.46
O129390,C16501,P233007,Beauty,50.54,0,2,Credit Card,26-03-2025,29-03-2025,North,No,,,101.08,7.1,38.39,25,Male,2025-03,3,0,101.08
O129391,C15234,P244505,Fashion,12.99,0,1,Credit Card,10-12-2023,14-12-2023,North,No,,,12.99,4.12,0.43,43,Male,2023-12,4,0,12.99
O129392,C10902,P223707,Fashion,18.29,0,1,Credit Card,19-05-2024,25-05-2024,East,No,,,18.29,6.7,-0.3,55,Female,2024-05,6,0,18.29
O129393,C15719,P227088,Grocery,17.39,0,1,Credit Card,19-04-2024,24-04-2024,West,No,,,17.39,3.89,-2.5,44,Female,2024-04,5,0,17.39
O129394,C11220,P237058,Fashion,71.43,0.2,1,Credit Card,19-05-2024,22-05-2024,North,No,,,57.14,5.76,14.24,61,Female,2024-05,3,0,57.14
O129395,C17771,P230989,Sports,53.68,0.1,1,Debit Card,28-08-2025,03-09-2025,South,No,,,48.31,6.47,8.02,36,Female,2025-08,6,0,48.31
O129396,C12321,P205647,Toys,2.21,0.05,1,Credit Card,09-02-2024,12-02-2024,Central,No,,,2.1,2.05,-1.21,49,Male,2024-02,3,0,2.1
O129397,C10855,P214064,Grocery,7.33,0,2,Debit Card,06-12-2024,09-12-2024,North,No,,,14.66,2.35,-1.18,35,Male,2024-12,3,0,14.66
O129398,C11017,P239474,Home,175.5,0,1,Debit Card,21-04-2025,27-04-2025,East,Yes,12-05-2025,Not as described,175.5,7.29,41.85,50,Male,2025-04,6,1,0
O129399,C15279,P245411,Grocery,17.52,0,2,COD,12-06-2024,15-06-2024,Central,No,,,35.04,5.85,-3.05,56,Female,2024-06,3,0,35.04
O129400,C12220,P231195,Sports,63.53,0,1,Debit Card,12-11-2023,16-11-2023,North,No,,,63.53,7.39,11.67,53,Female,2023-11,4,0,63.53
O129401,C17712,P245620,Beauty,13.51,0.05,4,Credit Card,06-11-2023,12-11-2023,South,No,,,51.34,6.16,16.94,26,Male,2023-11,6,0,51.34
O129402,C17625,P228979,Sports,129.07,0.05,1,Debit Card,12-10-2024,16-10-2024,South,No,,,122.62,7.8,28.99,19,Female,2024-10,4,0,122.62
O129403,C14680,P239539,Home,401.71,0,1,Credit Card,21-03-2024,28-03-2024,East,No,,,401.71,10.88,101.6,62,Female,2024-03,7,0,401.71
O129404,C13504,P223992,Home,217.25,0,2,Credit Card,01-08-2024,04-08-2024,North,No,,,434.5,9.76,111.9,50,Female,2024-08,3,0,434.5
O129405,C17072,P233288,Beauty,9.38,0.05,3,Debit Card,26-10-2023,29-10-2023,North,No,,,26.73,6.36,5.67,65,Female,2023-10,3,0,26.73
O129406,C16624,P205642,Fashion,166.62,0,1,PayPal,12-07-2025,17-07-2025,South,No,,,166.62,8.36,49.96,56,Female,2025-07,5,0,166.62
O129407,C14550,P246698,Toys,20.5,0,1,UPI,19-09-2024,26-09-2024,East,No,,,20.5,4.38,3.82,32,Female,2024-09,7,0,20.5
O129408,C10195,P203884,Fashion,10.86,0.1,2,UPI,08-09-2025,12-09-2025,North,No,,,19.55,4.86,1.98,39,Male,2025-09,4,0,19.55
O129409,C16939,P248385,Toys,10.08,0.05,1,Wallet,11-10-2023,16-10-2023,South,No,,,9.58,5.12,-1.29,33,Male,2023-10,5,0,9.58
O129410,C14694,P235509,Electronics,468.48,0.2,4,Credit Card,29-11-2024,07-12-2024,East,No,,,1499.14,12.15,167.75,44,Male,2024-11,8,0,1499.14
O129411,C11332,P231649,Fashion,105.24,0,2,PayPal,20-06-2025,25-06-2025,Central,No,,,210.48,8.55,65.12,42,Male,2025-06,5,0,210.48
O129412,C15855,P213481,Sports,84.14,0,1,Debit Card,16-04-2025,19-04-2025,Central,No,,,84.14,6.63,18.61,19,Female,2025-04,3,0,84.14
O129413,C14651,P236300,Fashion,12.29,0.15,1,Debit Card,06-09-2024,12-09-2024,East,No,,,10.45,2.13,1.53,34,Female,2024-09,6,0,10.45
O129414,C16991,P230532,Toys,4.59,0,1,Debit Card,16-11-2024,20-11-2024,South,No,,,4.59,3.75,-1.91,28,Female,2024-11,4,0,4.59
O129415,C11517,P233418,Toys,9.76,0.3,1,PayPal,17-12-2023,20-12-2023,Central,No,,,6.83,3.09,-0.36,48,Other,2023-12,3,0,6.83
O129416,C14534,P211036,Fashion,6.88,0,1,Credit Card,14-05-2024,18-05-2024,North,No,,,6.88,3.08,-0.67,24,Male,2024-05,4,0,6.88
O129417,C12697,P202158,Electronics,226.23,0,1,Credit Card,20-08-2024,24-08-2024,North,No,,,226.23,7.04,20.11,22,Male,2024-08,4,0,226.23
O129418,C17949,P219035,Electronics,537.88,0,1,Debit Card,10-03-2024,13-03-2024,Central,No,,,537.88,8.16,56.39,38,Female,2024-03,3,0,537.88
O129419,C14454,P243227,Sports,70.78,0,1,Wallet,10-07-2025,16-07-2025,South,No,,,70.78,5.95,15.28,66,Female,2025-07,6,0,70.78
O129420,C13107,P209220,Toys,36.89,0,1,Credit Card,21-12-2023,26-12-2023,South,No,,,36.89,6.61,8.15,52,Female,2023-12,5,0,36.89
O129421,C11057,P209747,Home,151,0.05,1,Credit Card,20-02-2025,25-02-2025,East,No,,,143.45,6.78,33.39,29,Male,2025-02,5,0,143.45
O129422,C15207,P246692,Electronics,119.82,0,1,Debit Card,07-09-2025,14-09-2025,East,No,,,119.82,6.53,7.85,37,Female,2025-09,7,0,119.82
O129423,C12705,P240230,Electronics,128.43,0.3,1,Debit Card,21-01-2025,25-01-2025,North,No,,,89.9,5.86,4.93,44,Male,2025-01,4,0,89.9
O129424,C12063,P224513,Fashion,26.15,0,2,Credit Card,01-05-2025,06-05-2025,South,No,,,52.3,7.24,11.06,52,Female,2025-05,5,0,52.3
O129425,C12792,P239806,Grocery,11.17,0,1,PayPal,07-03-2024,11-03-2024,West,No,,,11.17,1.85,-0.96,23,Male,2024-03,4,0,11.17
O129426,C10420,P241472,Electronics,418.57,0,1,Debit Card,09-06-2025,13-06-2025,West,No,,,418.57,9.37,40.86,19,Male,2025-06,4,0,418.57
O129427,C14648,P216502,Electronics,111.77,0.1,2,PayPal,02-01-2025,08-01-2025,South,No,,,201.19,6.63,17.51,28,Female,2025-01,6,0,201.19
O129428,C12814,P249411,Toys,5.27,0.1,3,Credit Card,25-09-2024,29-09-2024,Central,No,,,14.23,4.55,1.14,52,Male,2024-09,4,0,14.23
O129429,C12840,P205518,Beauty,3.31,0,1,Credit Card,11-12-2023,16-12-2023,South,No,,,3.31,2.11,-0.62,29,Female,2023-12,5,0,3.31
O129430,C15245,P240349,Beauty,5.93,0.3,1,COD,09-12-2023,14-12-2023,South,No,,,4.15,0.59,1.28,52,Female,2023-12,5,0,4.15
O129431,C11031,P206277,Home,193.5,0,1,Credit Card,15-10-2024,21-10-2024,North,No,,,193.5,7.61,46.57,41,Female,2024-10,6,0,193.5
O129432,C17639,P210341,Sports,15.6,0,3,Wallet,09-06-2024,12-06-2024,North,No,,,46.8,5.01,9.03,25,Female,2024-06,3,0,46.8
O129433,C11491,P247558,Sports,101.53,0,2,COD,15-11-2024,20-11-2024,Central,No,,,203.06,7.04,53.88,62,Male,2024-11,5,0,203.06
O129434,C14975,P223613,Home,130.93,0.1,1,Wallet,02-10-2024,08-10-2024,South,No,,,117.84,5.58,27.42,25,Female,2024-10,6,0,117.84
O129435,C11885,P200959,Fashion,245.88,0.2,5,COD,14-05-2024,18-05-2024,South,No,,,983.52,9.58,334.65,19,Female,2024-05,4,0,983.52
O129436,C14947,P249717,Toys,24.26,0.05,3,COD,06-12-2023,09-12-2023,North,No,,,69.14,6.33,21.33,53,Female,2023-12,3,0,69.14
O129437,C10509,P205936,Electronics,440.49,0,1,COD,13-09-2024,19-09-2024,East,No,,,440.49,9.72,43.14,23,Male,2024-09,6,0,440.49
O129438,C17569,P228678,Beauty,5.3,0.1,4,Debit Card,05-09-2025,11-09-2025,East,No,,,19.08,5.73,2.86,50,Male,2025-09,6,0,19.08
O129439,C11859,P213155,Sports,215.54,0.1,1,UPI,23-02-2024,29-02-2024,South,No,,,193.99,6.81,51.39,67,Male,2024-02,6,0,193.99
O129440,C17343,P223042,Beauty,12.45,0.05,2,Credit Card,19-06-2024,23-06-2024,South,No,,,23.65,5.4,5.24,56,Female,2024-06,4,0,23.65
O129441,C15859,P218763,Beauty,12.18,0,1,Debit Card,02-08-2025,05-08-2025,North,No,,,12.18,2.65,2.83,55,Male,2025-08,3,0,12.18
O129442,C15061,P211642,Sports,71.63,0,1,Credit Card,01-04-2024,09-04-2024,North,No,,,71.63,8.01,13.48,30,Male,2024-04,8,0,71.63
O129443,C11858,P241404,Toys,26.19,0,1,UPI,12-02-2025,19-02-2025,South,No,,,26.19,6.58,3.9,42,Female,2025-02,7,0,26.19
O129444,C10913,P219923,Home,55.92,0,1,Credit Card,11-03-2024,19-03-2024,East,No,,,55.92,5.45,10.21,61,Male,2024-03,8,0,55.92
O129445,C15486,P216296,Beauty,39.82,0.05,1,COD,01-02-2025,06-02-2025,Central,No,,,37.83,4.32,12.7,57,Female,2025-02,5,0,37.83
O129446,C15607,P218719,Sports,37.71,0,3,Credit Card,19-06-2025,22-06-2025,Central,No,,,113.13,6.07,27.87,58,Female,2025-06,3,0,113.13
O129447,C12065,P209227,Beauty,6.21,0,1,Debit Card,19-04-2025,25-04-2025,East,No,,,6.21,3.43,-0.64,43,Male,2025-04,6,0,6.21
O129448,C16199,P203044,Grocery,16.71,0,1,Wallet,04-02-2025,10-02-2025,South,No,,,16.71,4.08,-2.74,62,Male,2025-02,6,0,16.71
O129449,C12966,P248231,Sports,260.32,0.1,1,PayPal,24-05-2024,27-05-2024,North,No,,,234.29,5.52,64.77,24,Male,2024-05,3,0,234.29
O129450,C15154,P234054,Home,326.54,0,1,UPI,21-07-2024,26-07-2024,West,No,,,326.54,8.75,82.68,26,Female,2024-07,5,0,326.54
O129451,C17045,P209650,Toys,3.27,0.2,2,UPI,02-08-2025,10-08-2025,North,No,,,5.23,4.35,-2.26,27,Male,2025-08,8,0,5.23
O129452,C16773,P210412,Home,75.44,0.1,1,Credit Card,09-04-2024,13-04-2024,West,No,,,67.9,6.73,12.28,67,Female,2024-04,4,0,67.9
O129453,C14889,P234398,Beauty,11.3,0,1,Debit Card,05-05-2024,10-05-2024,East,No,,,11.3,4.21,0.88,36,Female,2024-05,5,0,11.3
O129454,C13837,P231040,Beauty,17.86,0,3,UPI,13-06-2025,16-06-2025,Central,No,,,53.58,5.05,19.06,45,Male,2025-06,3,0,53.58
O129455,C17892,P220411,Fashion,7.54,0,1,Credit Card,03-07-2024,07-07-2024,North,No,,,7.54,3.23,-0.59,66,Female,2024-07,4,0,7.54
O129456,C11596,P248842,Sports,62,0.05,1,Wallet,27-09-2023,01-10-2023,North,No,,,58.9,4.19,13.48,19,Female,2023-09,4,0,58.9
O129457,C17767,P219500,Electronics,1103.89,0,2,Wallet,30-06-2024,08-07-2024,East,No,,,2207.78,11.61,253.32,41,Female,2024-06,8,0,2207.78
O129458,C15902,P238433,Toys,18.46,0.1,1,Debit Card,02-05-2025,07-05-2025,South,No,,,16.61,3.98,2.66,30,Male,2025-05,5,0,16.61
O129459,C14442,P214546,Sports,34.09,0,1,Credit Card,31-10-2024,06-11-2024,East,No,,,34.09,4.2,6.03,36,Female,2024-10,6,0,34.09
O129460,C11055,P227530,Fashion,86.45,0,2,Credit Card,09-07-2025,15-07-2025,East,Yes,28-07-2025,Defective,172.9,7.2,53.32,46,Male,2025-07,6,1,0
O129461,C15003,P213024,Fashion,29.9,0,1,Credit Card,09-06-2024,14-06-2024,South,No,,,29.9,4.98,5.48,62,Male,2024-06,5,0,29.9
O129462,C11023,P229088,Home,18.68,0.05,1,Credit Card,15-02-2024,20-02-2024,South,Yes,23-02-2024,Missing/Wrong item,17.75,4.97,0,37,Female,2024-02,5,1,0
O129463,C13204,P249415,Toys,10.54,0.15,1,Debit Card,22-01-2024,26-01-2024,North,No,,,8.96,3,0.58,34,Female,2024-01,4,0,8.96
O129464,C10575,P222828,Electronics,596.76,0.2,1,Debit Card,31-01-2025,04-02-2025,South,No,,,477.41,8.56,48.73,32,Female,2025-01,4,0,477.41
O129465,C10198,P238343,Home,42.88,0,1,Wallet,27-09-2023,01-10-2023,West,No,,,42.88,4.85,7.16,35,Male,2023-09,4,0,42.88
O129466,C17423,P223777,Fashion,24.44,0.1,1,Wallet,06-12-2024,12-12-2024,East,No,,,22,4.93,2.77,65,Female,2024-12,6,0,22
O129467,C11365,P236967,Toys,8.23,0,1,Credit Card,01-03-2024,05-03-2024,West,No,,,8.23,2.65,0.64,34,Female,2024-03,4,0,8.23
O129468,C17834,P208412,Home,310.66,0.3,1,Credit Card,21-04-2024,26-04-2024,East,No,,,217.46,8.84,52.05,65,Female,2024-04,5,0,217.46
O129469,C11998,P249485,Sports,44.26,0,1,Credit Card,27-11-2023,01-12-2023,South,No,,,44.26,6.14,7.14,68,Female,2023-11,4,0,44.26
O129470,C15350,P242284,Fashion,18.51,0,2,Debit Card,26-01-2024,01-02-2024,East,No,,,37.02,4.1,8.86,18,Male,2024-01,6,0,37.02
O129471,C16444,P246564,Fashion,133.8,0.3,1,PayPal,23-08-2025,28-08-2025,East,No,,,93.66,7.5,25.28,39,Female,2025-08,5,0,93.66
O129472,C11016,P242440,Fashion,418.06,0,1,Credit Card,20-07-2025,26-07-2025,Central,No,,,418.06,9.64,136.68,29,Female,2025-07,6,0,418.06
O129473,C13618,P233203,Sports,98.53,0.15,1,PayPal,13-10-2023,19-10-2023,South,No,,,83.75,5.43,19.7,43,Female,2023-10,6,0,83.75
O129474,C10025,P223261,Grocery,36.95,0.1,1,Debit Card,21-09-2023,26-09-2023,South,No,,,33.26,5.04,-2.38,59,Female,2023-09,5,0,33.26
O129475,C11558,P200042,Fashion,76.85,0,1,PayPal,05-10-2023,12-10-2023,East,No,,,76.85,7.15,19.75,65,Female,2023-10,7,0,76.85
O129476,C13724,P247313,Sports,30.43,0,1,COD,24-09-2023,01-10-2023,North,No,,,30.43,5.28,3.85,35,Female,2023-09,7,0,30.43
O129477,C17641,P217349,Fashion,61.63,0,3,Credit Card,28-11-2023,02-12-2023,South,No,,,184.89,9.68,55.03,48,Female,2023-11,4,0,184.89
O129478,C13458,P228682,Beauty,41.25,0,1,COD,15-07-2024,19-07-2024,West,No,,,41.25,5.25,13.31,50,Female,2024-07,4,0,41.25
O129479,C13356,P200215,Beauty,36.29,0,1,UPI,05-10-2024,10-10-2024,North,No,,,36.29,6.35,9.98,46,Female,2024-10,5,0,36.29
O129480,C16593,P211427,Home,109.4,0.15,1,Debit Card,20-07-2024,28-07-2024,West,No,,,92.99,5.79,20.25,58,Male,2024-07,8,0,92.99
O129481,C12367,P220704,Home,105.33,0.05,4,Credit Card,19-07-2025,23-07-2025,North,No,,,400.25,10.25,101.82,29,Male,2025-07,4,0,400.25
O129482,C16299,P230432,Grocery,23.71,0.05,3,UPI,08-11-2024,14-11-2024,East,No,,,67.57,5.22,0.19,67,Male,2024-11,6,0,67.57
O129483,C10470,P202705,Electronics,429.59,0.2,1,Debit Card,04-02-2025,10-02-2025,South,No,,,343.67,7.35,33.89,60,Male,2025-02,6,0,343.67
O129484,C12467,P216062,Toys,32.97,0.1,1,UPI,19-07-2024,26-07-2024,East,No,,,29.67,5.73,6.14,52,Female,2024-07,7,0,29.67
O129485,C17280,P241732,Home,40.61,0.3,1,Credit Card,11-02-2024,15-02-2024,North,No,,,28.43,4.4,3.56,41,Female,2024-02,4,0,28.43
O129486,C14746,P220495,Fashion,171.88,0,1,Credit Card,07-03-2024,12-03-2024,North,No,,,171.88,7.42,52.74,25,Other,2024-03,5,0,171.88
O129487,C17589,P229704,Electronics,478.95,0,2,Credit Card,04-03-2025,07-03-2025,North,No,,,957.9,9.26,105.69,61,Male,2025-03,3,0,957.9
O129488,C10885,P231233,Toys,12.79,0,4,Credit Card,25-06-2024,30-06-2024,West,No,,,51.16,5.69,14.77,38,Female,2024-06,5,0,51.16
O129489,C15025,P227731,Beauty,25.4,0,1,PayPal,04-11-2024,09-11-2024,East,No,,,25.4,4.97,6.46,38,Male,2024-11,5,0,25.4
O129490,C15840,P208122,Sports,110.41,0.1,1,UPI,23-09-2023,30-09-2023,West,No,,,99.37,7.71,22.1,35,Female,2023-09,7,0,99.37
O129491,C16978,P208249,Fashion,84.44,0,3,PayPal,21-04-2025,26-04-2025,West,Yes,28-04-2025,Missing/Wrong item,253.32,8.78,79.88,64,Female,2025-04,5,1,0
O129492,C10875,P229656,Home,168.87,0,1,Credit Card,30-04-2025,06-05-2025,West,No,,,168.87,8.09,39.19,63,Female,2025-04,6,0,168.87
O129493,C10941,P204946,Grocery,25.5,0,1,Credit Card,10-09-2025,14-09-2025,South,No,,,25.5,4.13,-2.09,38,Male,2025-09,4,0,25.5
O129494,C13041,P230207,Grocery,7.61,0,1,Credit Card,24-10-2024,28-10-2024,North,No,,,7.61,2.43,-1.82,37,Male,2024-10,4,0,7.61
O129495,C17765,P211881,Sports,63.78,0,2,Debit Card,24-08-2024,27-08-2024,Central,No,,,127.56,6.43,31.84,69,Female,2024-08,3,0,127.56
O129496,C15404,P204743,Sports,30.55,0.05,1,PayPal,19-05-2025,23-05-2025,Central,No,,,29.02,6.12,2.59,43,Male,2025-05,4,0,29.02
O129497,C10571,P218227,Sports,81.3,0.05,1,Debit Card,31-01-2024,04-02-2024,Central,No,,,77.24,6.7,16.47,65,Male,2024-01,4,0,77.24
O129498,C14149,P249612,Beauty,15.58,0,1,Debit Card,01-08-2024,05-08-2024,South,No,,,15.58,6.37,0.64,27,Male,2024-08,4,0,15.58
O129499,C10604,P209160,Beauty,29.78,0,1,Credit Card,02-05-2025,05-05-2025,Central,No,,,29.78,6.93,6.47,45,Female,2025-05,3,0,29.78
O129500,C14420,P232068,Grocery,13.16,0,1,Credit Card,17-09-2024,23-09-2024,East,No,,,13.16,5.86,-4.81,29,Male,2024-09,6,0,13.16
O129501,C17113,P213521,Sports,201.57,0,1,Debit Card,26-12-2024,29-12-2024,Central,No,,,201.57,7.89,52.58,30,Female,2024-12,3,0,201.57
O129502,C13529,P207292,Sports,28.12,0,2,Credit Card,01-07-2025,06-07-2025,East,No,,,56.24,5.76,11.11,39,Female,2025-07,5,0,56.24
O129503,C14980,P207629,Fashion,126.46,0,1,Debit Card,15-04-2025,18-04-2025,Central,No,,,126.46,6.61,37.65,40,Female,2025-04,3,0,126.46
O129504,C14360,P200289,Grocery,4.28,0,3,Credit Card,22-05-2024,26-05-2024,Central,No,,,12.84,3.55,-2.52,22,Male,2024-05,4,0,12.84
O129505,C10381,P227861,Beauty,34.25,0.1,1,Debit Card,10-01-2024,13-01-2024,Central,No,,,30.82,3.18,10.69,53,Male,2024-01,3,0,30.82
O129506,C11236,P215791,Grocery,10.08,0.15,5,UPI,11-02-2025,16-02-2025,North,No,,,42.84,6.53,-3.1,44,Female,2025-02,5,0,42.84
O129507,C12380,P242080,Sports,129.27,0,3,UPI,21-06-2024,26-06-2024,South,No,,,387.81,10.94,105.4,66,Male,2024-06,5,0,387.81
O129508,C17177,P222776,Electronics,299.74,0,2,UPI,13-03-2025,16-03-2025,Central,No,,,599.48,12.19,59.75,56,Female,2025-03,3,0,599.48
O129509,C15477,P232246,Beauty,28.89,0.05,1,PayPal,12-07-2024,17-07-2024,West,No,,,27.45,6.79,5.56,19,Other,2024-07,5,0,27.45
O129510,C16346,P225308,Grocery,19.36,0,1,Wallet,14-11-2023,18-11-2023,South,No,,,19.36,4.63,-3.08,57,Male,2023-11,4,0,19.36
O129511,C13779,P219960,Electronics,119.74,0.1,1,Debit Card,01-08-2024,09-08-2024,West,No,,,107.77,6.17,6.76,54,Male,2024-08,8,0,107.77
O129512,C12105,P215450,Toys,10.24,0,1,Credit Card,06-02-2024,10-02-2024,South,No,,,10.24,2.53,1.57,39,Female,2024-02,4,0,10.24
O129513,C11517,P239616,Beauty,52.47,0,1,Debit Card,01-06-2024,04-06-2024,North,No,,,52.47,5.64,17.97,48,Male,2024-06,3,0,52.47
O129514,C11533,P203782,Electronics,637.78,0,1,PayPal,30-09-2023,04-10-2023,North,No,,,637.78,8.57,67.96,34,Male,2023-09,4,0,637.78
O129515,C15887,P239683,Home,160.48,0.05,1,Credit Card,15-06-2024,18-06-2024,Central,No,,,152.46,6.91,35.78,35,Female,2024-06,3,0,152.46
O129516,C13294,P245631,Electronics,168.4,0,1,Credit Card,06-11-2023,09-11-2023,Central,No,,,168.4,7.09,13.12,25,Male,2023-11,3,0,168.4
O129517,C13440,P204937,Electronics,125.08,0,2,COD,25-09-2023,01-10-2023,West,No,,,250.16,9.57,20.45,63,Male,2023-09,6,0,250.16
O129518,C17859,P210983,Grocery,1.66,0,1,UPI,31-05-2024,04-06-2024,North,No,,,1.66,0.55,-0.42,48,Female,2024-05,4,0,1.66
O129519,C13489,P230434,Sports,277.37,0,1,Credit Card,19-12-2023,24-12-2023,West,No,,,277.37,9.25,73.96,29,Female,2023-12,5,0,277.37
O129520,C13945,P210230,Fashion,54.67,0,4,COD,07-10-2024,13-10-2024,East,No,,,218.68,7.76,68.78,64,Male,2024-10,6,0,218.68
O129521,C14642,P230886,Electronics,223.2,0.15,1,Debit Card,25-10-2023,29-10-2023,South,No,,,189.72,7.84,14.93,25,Female,2023-10,4,0,189.72
O129522,C10870,P231994,Electronics,430.76,0.15,1,UPI,07-12-2024,14-12-2024,East,Yes,16-12-2024,Missing/Wrong item,366.15,7.31,36.63,67,Female,2024-12,7,1,0
O129523,C12150,P211710,Grocery,9.06,0,4,Debit Card,01-08-2025,05-08-2025,North,No,,,36.24,4.91,-2.01,65,Female,2025-08,4,0,36.24
O129524,C13232,P246265,Beauty,13.58,0.1,5,COD,04-01-2025,10-01-2025,East,No,,,61.11,5.53,21.97,62,Female,2025-01,6,0,61.11
O129525,C15319,P220442,Electronics,276.02,0,1,COD,03-12-2023,10-12-2023,East,No,,,276.02,8.94,24.18,30,Female,2023-12,7,0,276.02
O129526,C13231,P244477,Sports,141.19,0,1,UPI,07-11-2023,13-11-2023,West,No,,,141.19,9.11,33.25,48,Female,2023-11,6,0,141.19
O129527,C13766,P231881,Grocery,24.94,0,3,PayPal,13-01-2025,16-01-2025,North,No,,,74.82,7.55,-1.56,26,Male,2025-01,3,0,74.82
O129528,C14960,P218540,Toys,4.06,0.1,3,Credit Card,04-04-2024,08-04-2024,North,No,,,10.96,4.98,-0.6,22,Male,2024-04,4,0,10.96
